name	team_name
My/Dashboard/10/14	Observability Product
NightOwl	TCC
(New) Topology in smf1: parus-firehose-topology-staged	Streaming Compute
Passbird login verification counts	product-security
SYS::atla::misc.cache4	Cache
Hosebird Usersitestream (smf1, partitioned)	Platform Services
(New) Topology in smf1: nbhagat_kafka10	Streaming Compute
Manhattan - manhattan.prod.jammer	Manhattan/Cassandra
Manhattan - manhattan.test.quantum	Manhattan/Cassandra
(New) Topology in smf1: nbhagat_kafka11	Streaming Compute
Manhattan - manhattan.prod.jammer dataset	Manhattan/Cassandra
Manhattan - manhattan.test.quantum dataset	Manhattan/Cassandra
Manhattan - manhattan.prod.jammer appid	Manhattan/Cassandra
Manhattan - manhattan.test.quantum appid	Manhattan/Cassandra
(New) Topology in smf1: nbhagat_kafka12	Streaming Compute
(New) Topology in smf1: nbhagat_kafka13	Streaming Compute
(New) Topology in atla: parus-firehose-topology-staged	Streaming Compute
(New) Topology in smf1: nbhagat_kafka15	Streaming Compute
(New) Topology in smf1: nbhagat_kafka16	Streaming Compute
(New) Topology in smf1: nbhagat_kafka17	Streaming Compute
(New) Topology in smf1: nbhagat_kafka18	Streaming Compute
(New) Topology in smf1: nbhagat_kafka19	Streaming Compute
Manhattan - manhattan.prod.jammer	Manhattan/Cassandra
Manhattan - manhattan.prod.jammer dataset	Manhattan/Cassandra
Manhattan - manhattan.prod.jammer appid	Manhattan/Cassandra
(New) Topology in smf1: exxtra-yhuang-all-season-premieres-truncate-centroid-grouping-2	Streaming Compute
(New) Topology in smf1: exxtra-yhuang-breaking-bad-truncate-centroid-grouping-2	Streaming Compute
ads.adshard smf1 Nighthawk Usage Metrics (Nighthawk Datasets)	Revenue Eng & Product
ads.adshard atla Nighthawk Usage Metrics (Nighthawk Datasets)	Revenue Eng & Product
ads.admixer smf1 Nighthawk Usage Metrics (Nighthawk Datasets)	Revenue Eng & Product
ads.admixer atla Nighthawk Usage Metrics (Nighthawk Datasets)	Revenue Eng & Product
(New) Topology in smf1: summingbird_FeatureStoreParusUpdaterProducerJob	Streaming Compute
Nuthatch :: Worker Monitor	Runtime Systems
(New) Topology in smf1: summingbird_FeatureStoreParusUpdaterStormJob	Streaming Compute
DistributedLog - Write Service	Messaging Team
DistributedLog - Read Service	Messaging Team
(New) Topology in smf1: nbhagat_kafka20	Streaming Compute
(New) Topology in smf1: nbhagat_kafka21	Streaming Compute
(New) Topology in smf1: nbhagat_kafka22	Streaming Compute
spam events	Anti-Spam
(New) Topology in smf1: nbhagat_kafka23	Streaming Compute
(New) Topology in smf1: nbhagat_kafka25	Streaming Compute
TCC Dashboard ATLA	TCC
(New) Topology in smf1: mfu-test-1	Streaming Compute
(New) Topology in smf1: exxtra-yhuang-breaking-bad-master-2	Streaming Compute
(New) Topology in smf1: summingbird_URLCountJob_nbelmonte	Streaming Compute
(New) Topology in smf1: exxtra-yhuang-all-season-premieres-master-2	Streaming Compute
Corpprod: Birdhouse	Corporate Productivity
TCC - Service Success Rate	TCC
DistributedLog Server	Messaging Team
(New) Topology in smf1: mfu-test-storm	Streaming Compute
(New) Topology in smf1: nbhagat_kafka28	Streaming Compute
(New) Topology in smf1: nbhagat_kafka29	Streaming Compute
(New) Topology in smf1: exxtra-yhuang-breaking-bad-finale-master	Streaming Compute
BookKeeper EarlyBird	Messaging Team
(New) Topology in smf1: exxtra-yhuang-all-season-premieres-finale-master	Streaming Compute
(New) Topology in smf1: nbhagat_kafka30	Streaming Compute
Hadoop - DW2 SMF1 cluster overview	hadoop-team
(New) Topology in smf1: nbhagat_kafka32	Streaming Compute
Hadoop - DWREV SMF1 cluster overview	hadoop-team
(New) Topology in smf1: nbhagat_kafka34	Streaming Compute
(New) Topology in smf1: TestAutoTuningKafkaStarvationInducedFail	Streaming Compute
DW2 - Network - Overview	core-storage-team
DWREV - Network - Overview	core-storage-team
(New) Topology in smf1: nbhagat_kafka35	Streaming Compute
(New) Topology in smf1: nbhagat_kafka36	Streaming Compute
(New) Topology in smf1: TestAutoTuningKafkaStarvationBoundCap	Streaming Compute
(New) Topology in smf1: TestAutoTuningKafkaStarvationBoundKafka	Streaming Compute
tweetypie-deploy	TCC
(New) Topology in smf1: mfu-storm-test	Streaming Compute
PROCREV - Network - Overview	Core Storage & Database Engineering
(New) Topology in smf1: nbhagat_kafka37	Streaming Compute
goservice	goservice-team
(New) Topology in smf1: exxtra-yhuang-all-season-premieres-finale-truncate-centroid-grouping-3	Streaming Compute
(New) Topology in smf1: exxtra-yhuang-breaking-bad-finale-truncate-centroid-grouping-3	Streaming Compute
(New) Topology in smf1: FireHoseSample_kmalik	Streaming Compute
Derp Manhattan - manhattan.devel.greenbean	Observability Product
(New) Topology in smf1: summingbird_TupleGeneratorJobLohith	Streaming Compute
(New) Topology in smf1: nbhagat_kafka40	Streaming Compute
(New) Topology in smf1: nbhagat_kafka41	Streaming Compute
(New) Topology in smf1: summingbird_TopNewsPushJob	Streaming Compute
(New) Topology in smf1: nbhagat_kafka42	Streaming Compute
(New) Topology in smf1: nbhagat_kafka43	Streaming Compute
(New) Topology in smf1: nbhagat_kafka44	Streaming Compute
(New) Topology in smf1: nbhagat_kafka45	Streaming Compute
(New) Topology in smf1: nbhagat_kafka46	Streaming Compute
xinxiang-devices-hitrate	Cache
(New) Topology in smf1: nbhagat_kafka47	Streaming Compute
(New) Topology in smf1: exxtra-yhuang-breaking-bad-actual-master	Streaming Compute
(New) Topology in smf1: nbhagat_kafka48	Streaming Compute
(New) Topology in smf1: nbhagat_kafka49	Streaming Compute
(New) Topology in smf1: nbhagat_kafka50	Streaming Compute
(New) Topology in smf1: TestAutoTuningKafkaStarvationOneSlowBolt	Streaming Compute
(New) Topology in smf1: nbhagat_kafka51	Streaming Compute
BookKeeper Quantum	Messaging Team
Observe::Ami::Front-End	Observability Product
Blobstore Canary Comparison	blobcore
(New) Topology in smf1: nbhagat_kafka52	Streaming Compute
(New) Topology in smf1: nbhagat_kafka53	Streaming Compute
(New) Topology in smf1: nbhagat_kafka54	Streaming Compute
(New) Topology in smf1: nbhagat_kafka55	Streaming Compute
(New) Topology in smf1: nbhagat_kafka56	Streaming Compute
(New) Topology in smf1: nbhagat_kafka57	Streaming Compute
(New) Topology in smf1: nbhagat_kafka58	Streaming Compute
(New) Topology in smf1: nbhagat_kafka59	Streaming Compute
Blobstore - (prod) storagenode HW comparison	Core Storage & Database Engineering
(New) Topology in smf1: nbhagat_kafka60	Streaming Compute
(New) Topology in smf1: summingbird_NewsPushJob	Streaming Compute
(New) Topology in smf1: nbhagat_kafka61	Streaming Compute
(New) Topology in smf1: staneja_logHose	Streaming Compute
(New) Topology in smf1: nbhagat_kafka91	Streaming Compute
Jubjub v2 ATLA Prod	Timelines Quality
(New) Topology in smf1: nbhagat_kafka71	Streaming Compute
(New) Topology in smf1: nbhagat_kafka92	Streaming Compute
(New) Topology in smf1: nbhagat_kafka72	Streaming Compute
(New) Topology in smf1: nbhagat_kafka_with_same_ifelse_no_utils	Streaming Compute
(New) Topology in smf1: nbhagat_kafka_with_if_no_utils	Streaming Compute
(New) Topology in smf1: nbhagat_kafka_with_same_ifelse_with__utils	Streaming Compute
(New) Topology in smf1: nbhagat_kafka_with_if_with_utils	Streaming Compute
(New) Topology in smf1: nbhagat_kafka_science	Streaming Compute
(New) Topology in smf1: nbhagat_kafka_with_if_no_utils_with_read	Streaming Compute
(New) Topology in smf1: nbhagat_kafka_with_if_no_utils_no_read	Streaming Compute
(New) Topology in smf1: nbhagat_kafka_cleaned	Streaming Compute
(New) Topology in smf1: summingbird_TupleGeneratorJobHydrated	Streaming Compute
(New) Topology in smf1: staneja_memcache	Streaming Compute
Twemcache::smf1::devices-warmer	Cache
TBird-FlexSchema	Data Services
(New) Topology in smf1: nbhagat_kafka_science_rv_ks_pm	Streaming Compute
(New) Topology in smf1: nbhagat_kafka_cleaned_11_7	Streaming Compute
(New) Topology in smf1: TestAutoTuningKafkaStarvationInducedFails	Streaming Compute
(New) Topology in smf1: nbhagat_kafka_cleaned_2	Streaming Compute
(New) Topology in smf1: TestAutoTuningKafkaStarvationBoundTopology	Streaming Compute
(New) Topology in smf1: nbhagat_kafka_science_rv_all-2	Streaming Compute
TBird-FlexSchema-LOADTEST	Data Services
Cuckoo::Staging::Read-time Aggregation	Runtime Systems
Search Updater on Mesos	Search
Search Updater on Mesos	Search
(New) Topology in smf1: nbhagat_kafka_cleaned_3	Streaming Compute
(New) Topology in smf1: nbhagat_kafka_science_rv_all	Streaming Compute
(New) Topology in smf1: nbhagat_kafka_science_rv_all1	Streaming Compute
(New) Topology in smf1: nbhagat_kafka_science_rv_all-nodebg	Streaming Compute
(New) Topology in smf1: nbhagat_kafka_science_only_pm_rv	Streaming Compute
(New) Topology in smf1: nbhagat_kafka_science_only_major_reverts	Streaming Compute
(New) Topology in smf1: nbhagat_kafka_science_2	Streaming Compute
(New) Topology in smf1: nbhagat_kafka_science_synced	Streaming Compute
(New) Topology in smf1: summingbird_TupleCounterTestOmidDebug	Streaming Compute
(New) Topology in smf1: summingbird_TupleCounterTestOmidDebug2	Streaming Compute
(New) Topology in smf1: nbhagat_kafka_science_synced_verify	Streaming Compute
(New) Topology in smf1: summingbird_TupleCounterTestOmidDebug3	Streaming Compute
(New) Topology in smf1: summingbird_TupleCounterTestOmidDebug4	Streaming Compute
(New) Topology in smf1: sc-contact-update-topology-test	Streaming Compute
(New) Topology in smf1: staneja_wordcount	Streaming Compute
(New) Topology in smf1: summingbird_TupleCounterTestOmidDebug5	Streaming Compute
Invitebird Production	growth-team
Invitebird Production	growth-team
woodstar-endpoints-user-experience	API Core
(New) Topology in smf1: summingbird_TupleCounterTestOmidDebug6	Streaming Compute
(New) Topology in smf1: staneja_kafkaout	Streaming Compute
(New) Topology in smf1: KestrelTestTopology	Streaming Compute
Cuckoo::Staging::Read-time Aggregation	Runtime Systems
rthangavel's oncall dashboard	Anti-Spam
Manhattan - manhattan.test.zac.minutely.counters	Manhattan/Cassandra
Manhattan - manhattan.prod.tbird dataset	Manhattan/Cassandra
Manhattan - manhattan.test.zac.minutely.counters dataset	Manhattan/Cassandra
Manhattan - manhattan.prod.tbird appid	Manhattan/Cassandra
Manhattan - manhattan.test.zac.minutely.counters appid	Manhattan/Cassandra
Manhattan - manhattan.test.zac.minutely.counters counter	Manhattan/Cassandra
(New) Topology in smf1: nbhagat_kafka_science_mh	Streaming Compute
(New) Topology in smf1: nbhagat_kafka_science_mh_1	Streaming Compute
(New) Topology in smf1: nbhagat_kafka_science_mh_2	Streaming Compute
(New) Topology in smf1: alex_wordcount	Streaming Compute
(New) Topology in smf1: nbhagat_kafka_final	Streaming Compute
Twemcache::atla::devices	Cache
(New) Topology in smf1: nbhagat_kafka_sanstest	Streaming Compute
(New) Topology in smf1: nbhagat_kafka_all_whistles	Streaming Compute
(New) Topology in smf1: nbhagat_kafka_presubmit	Streaming Compute
(New) Topology in smf1: david_wordcount	Streaming Compute
(New) Topology in smf1: nbhagat_kafka_presubmit_0	Streaming Compute
(New) Topology in smf1: vb_wordcount	Streaming Compute
(New) Topology in smf1: pkhanduri_logHoseReader	Streaming Compute
@j3h DM service write-time spam check	Core Svcs - Tweets and DMs
(New) Topology in smf1: pbommannavar_logHoseReader	Streaming Compute
(New) Topology in smf1: david_logHoseReader	Streaming Compute
(New) Topology in smf1: bvenkatachalam_logHoseReader	Streaming Compute
Timeline Service Api - SMF1	Platform Services
(New) Topology in smf1: zzhou_logHoseReader	Streaming Compute
Ouroboros Whitelist	Platform Services
(New) Topology in smf1: amedina_expRollupRT	Streaming Compute
Blocks From At Replies	Anti-Spam
Anti-Spam Real time blocks	Anti-Spam
(New) Topology in atla: summingbird_FeatureStoreParusUpdaterStormJob	Streaming Compute
(New) Topology in smf1: dong_logHoseReader	Streaming Compute
Timeline Service Api - ATLA	Platform Services
(New) Topology in smf1: summingbird_wordcounter	Streaming Compute
(New) Topology in smf1: mfu_logFirehose	Streaming Compute
phan_viz_drafts	Hadoop
(New) Topology in smf1: sc-contact-update-topology-test-karan	Streaming Compute
(New) Topology in smf1: mfu-flamingoapp	Streaming Compute
(New) Topology in smf1: summingbird_QueryCountJob_pradhuman	Streaming Compute
(New) Topology in smf1: nbhagat_offset_exception	Streaming Compute
xuecongl_talon_p99_latencies	Core Svcs - T.co
(New) Topology in smf1: summingbird_amedina_expRollupRTJob_SB	Streaming Compute
(New) Topology in smf1: amedina_expRollupRT_STRM	Streaming Compute
Blobstore Canary Comparison	blobcore
(New) Topology in smf1: dongtweepcredupdater	Streaming Compute
Realtime Daemon canary	Revenue Eng & Product
TCC-1553	TCC
Macaw-Login Dark Read	Core Svcs - Product Security
Feature Store Parus Updater	Content Discovery
(New) Topology in smf1: dong_tweepcred_updater	Streaming Compute
hadoop1-scheduler-info-dw	Hadoop
(New) Topology in smf1: TestAutoTuningScience	Streaming Compute
iOS Platform Monitor	Mobile
(New) Topology in smf1: TestAutoTuningKafkaScience	Streaming Compute
(New) Topology in smf1: summingbird_FilteredStatusSourceJob	Streaming Compute
Experimental Talon Dashboard	Core Svcs - T.co
RPS by cluster and domain	TCC
(New) Topology in smf1: summingbird_MynaJob_pradhuman	Streaming Compute
Blobstore - (staging) tfe	Core storage & Database engineering
Digits	Eng - Activation + Messaging
Blobstore - (prod) tfe	Core storage & Database engineering
Photurkey (smf1/staging)	Platform Services
Photurkey (atla/production)	Platform Services
Photurkey (atla/canary)	Platform Services
Photurkey (atla/staging)	Platform Services
Blobstore - (prod) tfe	Core storage & Database engineering
IM-894	TCC
ATLA Woodstar Endpoints (Pre-Production)	API Core
marulexample	marulexample-team
(New) Topology in smf1: summingbird_OrganicEngagementCountAggregatorJob	Streaming Compute
(New) Topology in smf1: summingbird_MentionsHashtagsCollectJob	Streaming Compute
macaw-typeahead	api-frameworks
Macaw Typeahead (viztest)	macaw-search-team
Macaw Typeahead (prod)	macaw-search-team
Macaw Typeahead (prod)	macaw-search-team
Macaw-Typeahead ATLA (Production)	api-frameworks
Macaw-Typeahead (Production)	api-frameworks
Macaw Search (staging)	macaw-search-team
Macaw Search (canary)	macaw-search-team
Macaw Search (prod)	macaw-search-team
Macaw Search (staging)	macaw-search-team
Macaw Search (canary)	macaw-search-team
Macaw Search (prod)	macaw-search-team
(New) Topology in smf1: zzhou_adsrequest_count	Streaming Compute
TCC-1563	TCC
xuecongl_talon_canary_p99_latencies	Core Svcs - T.co
Viz Ad Hoc	Runtime Systems
(New) Topology in smf1: staneja_logHoseReader	Streaming Compute
(New) Topology in smf1: nbhagat_offset_exception2	Streaming Compute
(New) Topology in smf1: summingbird_top_words	Streaming Compute
(New) Topology in smf1: summingbird_FeatureStoreParusUpdaterStormJob2	Streaming Compute
Core Svcs T.co Capacity Planning	Core Svcs - T.co
Rufous Darkread	Platform services
Manhattan - URLError: timed out dataset	Manhattan/Cassandra
Manhattan - This is usually caused by incorrect server name or the server timing out. dataset	Manhattan/Cassandra
Manhattan - URLError: timed out appid	Manhattan/Cassandra
Manhattan - This is usually caused by incorrect server name or the server timing out. appid	Manhattan/Cassandra
Manhattan - manhattan.prod.enzo appid2	Manhattan/Cassandra
Manhattan - manhattan.prod.starbuck	Manhattan/Cassandra
Manhattan - manhattan.prod.starbuck	Manhattan/Cassandra
Manhattan - manhattan.prod.enzo	Manhattan/Cassandra
Manhattan - manhattan.prod.enzo dataset	Manhattan/Cassandra
Manhattan - manhattan.prod.enzo appid	Manhattan/Cassandra
Manhattan - manhattan.prod.enzo	Manhattan/Cassandra
Manhattan - manhattan.prod.enzo dataset	Manhattan/Cassandra
Manhattan - manhattan.prod.enzo appid	Manhattan/Cassandra
Talon Key Service	Data Services
Talon Key Service	Data Services
blender-discover-canary	Discovery
Talon Dashboard	Core Svcs - T.co
(New) Topology in smf1: amedina_expRollupRT_STRM_1	Streaming Compute
(New) Topology in smf1: amedina_expRollupRT_STRM_2	Streaming Compute
(New) Topology in smf1: amedina_expRollupRT_STRM_ONE_WORKER	Streaming Compute
Spiderduck::Fetcher::Template	Core Svcs - T.co
Syslog Scribe	Fleet Management
Spiderduck::Fetcher::Template	Core Svcs - T.co
Hadoop - MANHATTAN SMF1 cluster overview	hadoop-team
(New) Topology in smf1: amedina_expRollupRT_STRM_3W	Streaming Compute
Absorbme-gzhou-Devel	Engineering
Ingesters & Indexers - protected cluster	Search
Ingesters & Indexers - protected cluster	Search
Ingesters & Indexers - realtime cluster	Search
Ingesters & Indexers - realtime cluster	Search
Sherlock test	TCC
Service Latency p50	TCC
Realtime Daemon	Revenue Eng & Product
Talon Scribehose Proudction Summary atla prod	Core Svcs - T.co
Consolidated User XAuth Login	Core Svcs - Product Security
RevCap	Capacity Services
(New) Topology in smf1: skulkarni_kestrelReader	Streaming Compute
Earlybird Root Protected	Search
Earlybird Root SSD Archive	Search
Earlybird Root In-memory Archive	Search
Earlybird Root SSD Archive	Search
Earlybird Root In-memory Archive	Search
Earlybird Root Protected	Search
(New) Topology in smf1: nbhagat_offset_exception_desabled	Streaming Compute
(New) Topology in smf1: skulkarni_oldKestrelReader	Streaming Compute
DMBird Transform	DBA
Absorbme-ak-Devel	Engineering
SMF1 - Spend Server (ads.spendserver-test)	Revenue Eng & Product
Global Zookeeper SMF1	Coordination
Global Zookeeper ATLA	Coordination
Absorbme-roneill-Devel	Engineering
(New) Topology in smf1: amedina_expRollupRT_STRM_NEW	Streaming Compute
Macaw Search (viztest)	macaw-search-team
Ingesters & Indexers - discovery cluster	Search
(New) Topology in smf1: amedina_expRollupRT_STORM	Streaming Compute
(New) Topology in smf1: amedina_expRollupRT_STORM_ALL	Streaming Compute
Admixer: Aggregated by Zone	Revenue Eng & Product
Absorbme-gsisson-Devel	Engineering
(New) Topology in smf1: amedina_expRollupRT_STORM_NEW	Streaming Compute
(New) Topology in smf1: amedina_expRollupRT_STORM_NN	Streaming Compute
(New) Topology in smf1: amedina_expRollupRT_STORM_AA	Streaming Compute
(New) Topology in smf1: amedina_expRollupRT_STORM_CC	Streaming Compute
(New) Topology in smf1: amedina_expRollupRT_STORM_DD	Streaming Compute
(New) Topology in smf1: amedina_expRollupRT_STORM_EE	Streaming Compute
(New) Topology in smf1: amedina_expRollupRT_STORM_EF	Streaming Compute
Absorbme-adelviscio-Devel	Engineering
Absorbme-kmerrill-Devel	Engineering
(New) Topology in smf1: summingbird_tweets_with	Streaming Compute
Absorbme-atollenaere-Devel	Engineering
Absorbme-ssilverman-Devel	Engineering
Suspended Tickets Submissions	User Services - Engineering
Absorbme-dfennelly-Devel	Engineering
Absorbme-billg-Devel	Engineering
Statebird-Billg-Devel	Analytics
Absorbme-staneja-Devel	Engineering
Absorbme-aghise-Devel	Engineering
Example Observability Dashboard	Ads
Absorbme-mwenzel-Devel	Engineering
Absorbme-jlin-Devel	Engineering
Absorbme-nvuong-Devel	Engineering
Absorbme-dknightly-Devel	Engineering
Timeline Search Ingester - smf1	Search
Absorbme-xuecongl-Devel	Engineering
(New) Topology in smf1: amedina_expRollupRT_STORM_GG	Streaming Compute
(New) Topology in smf1: sc-contact-update-topology-test-sgarg	Streaming Compute
Timeline Search Ingester - atla	Search
Macaw Typeahead (viztest)	macaw-search-team
Absorbme-sungp-Devel	Engineering
(New) Topology in smf1: light_exprollup_rt	Streaming Compute
Absorbme-awilcox-Devel	Engineering
Timeline Search Root - smf1	Search
(New) Topology in smf1: mfu_storm_test	Streaming Compute
IM-902	TCC
Standup Graphs	TCC
lyrebird	observability
TSA UserSiteStream	Platform Services
ads.index_server smf1 FSDatasets Usage Metrics (FSManhattan)	Revenue Eng & Product
ads.index_server atla FSDatasets Usage Metrics (FSManhattan)	Revenue Eng & Product
(New) Topology in smf1: atoshniwal_sampleTopology	Streaming Compute
Vertica Revenue Insights Cluster	DBA
Vertica Revenue Insights Cluster (2)	DBA
(New) Topology in smf1: mfu_flamingoapp	Streaming Compute
Geoduck PlaceService Staging	Core Svcs - Geo
Geoduck PlaceService Production	Core Svcs - Geo
Geoduck PlaceService Canary	Core Svcs - Geo
Geoduck PlaceService Staging	Core Svcs - Geo
Geoduck PlaceService Production	Core Svcs - Geo
Geoduck PlaceService Canary	Core Svcs - Geo
Macaw-Login Canary	Core Svcs - Product Security
(New) Topology in smf1: summingbird_FeatureAggregator	Streaming Compute
Manhattan - manhattan.prod.starbucks	Manhattan/Cassandra
Manhattan - manhattan.prod.starbucks dataset	Manhattan/Cassandra
Manhattan - manhattan.prod.starbucks appid	Manhattan/Cassandra
Statebird-Analytics-Staging	Analytics
Statebird-Analytics-Prod	Analytics
Hadoop2 - scheduler PROC@atla info	Hadoop
statebird	analytics
(New) Topology in smf1: summingbird_TuplePrinterJob	Streaming Compute
gjtest Help Center	User Services - Engineering
(New) Topology in smf1: TestAutoTuningKafkaStarvationSanjeevInducedFails	Streaming Compute
Mockingjay Metadata Collection	Content Knowledge
Mockingjay Metadata Service	Content Knowledge
Mockingjay Metadata Service (staging)	Content Knowledge
Mockingjay Metadata Collection (staging)	Content Knowledge
(New) Topology in smf1: summingbird_ZazuEngagementCountsJobJustin	Streaming Compute
(New) Topology in smf1: mfu-storm	Streaming Compute
(New) Topology in smf1: TestAutoTuningKafkaDummy	Streaming Compute
(New) Topology in smf1: TestAutoTuningTest	Streaming Compute
Ingesters & Indexers - discovery cluster	Search
(New) Topology in smf1: TestAutoTuningKafkaTest	Streaming Compute
(New) Topology in smf1: jason-drpc-test-1	Streaming Compute
BookKeeper ExpertSearch	Messaging Team
marulexample-devel	observability
marulexample-staging	observability
marulexample-prod	observability
Network digest-image proxy	Eng - Activation + Messaging
Groups Transform	DBA
Ingestor API (Prod)	Platform Services
Ingestor API (Prod)	Platform Services
Media Ingestor API (Prod)	Platform Services
Media Ingestor API (Prod)	Platform Services
tweetwatcher viz test	Platform Service
New Dashboard	DBA
macaw-catbird	revenue-eng-team
(New) Topology in smf1: TestAutoTuningKafkaSanjeevDummy	Streaming Compute
(New) Topology in smf1: FireHoseSample22_junjunl	Streaming Compute
(New) Topology in smf1: fail-hose	Streaming Compute
Manhattan - manhattan.prod.roslin	Manhattan/Cassandra
Manhattan - manhattan.prod.roslin dataset	Manhattan/Cassandra
Manhattan - manhattan.prod.roslin appid	Manhattan/Cassandra
Manhattan - manhattan.prod.foster	Manhattan/Cassandra
Manhattan - manhattan.prod.foster dataset	Manhattan/Cassandra
Manhattan - manhattan.prod.foster appid	Manhattan/Cassandra
(New) Topology in smf1: TestAutoTuningKafkaNewChanges	Streaming Compute
Hosebird Thrift (smf1)	Platform Services
(New) Topology in smf1: mfu-reach	Streaming Compute
(New) Topology in smf1: SanjeevDummyTopology	Streaming Compute
Payment (Staging)	Revenue Eng & Product
App Companion Staging	App Companion
(New) Topology in smf1: summingbird_URLCountJob_jackson	Streaming Compute
Email Confirmation Blast	Eng - Activation & Messaging
Darkwing Transform	DBA
(New) Topology in smf1: jason-log-firehose	Streaming Compute
(New) Topology in smf1: fake-data-1	Streaming Compute
(New) Topology in smf1: jason-firehose-trident-test	Streaming Compute
Blobstore - (prod) storagenode Parameterized	Core Storage & Database Engineering
Blobstore - (prod) storagenode Parameterized	Core Storage & Database Engineering
Blobstore - (prod) tfe Parameterized	Core storage & Database engineering
Blobstore - (prod) tfe Parameterized	Core storage & Database engineering
Blobstore - (prod) tfe JVM canary	Core Storage & Database Engineering
Blobstore - (prod) storagenode jvm	Core Storage & Database Engineering
Tsar Query Service - CardsInsights	platform-analytics
(New) Topology in atla: summingbird_EngagementCountAggregatorImpressions	Streaming Compute
(New) Topology in smf1: summingbird_URLCountJob_achen	Streaming Compute
IM-911	TCC
(New) Topology in smf1: StormReliabilityMetric	Streaming Compute
TweetDeck Daemon (Canary)	Mobile
Timeline Search Partition - smf1	Search
(New) Topology in smf1: summingbird_total_user_tweets	Streaming Compute
Service Failures	TCC
(New) Topology in smf1: TestAutoTuningKafkaStarvationInducedFailsOld	Streaming Compute
vkwok-167	TCC
owen	TCC
vkwok-169	TCC
(New) Topology in smf1: TestAutoTuningKafkaStarvationSanjeevTest	Streaming Compute
(New) Topology in smf1: summingbird_TweetCountJob_achen	Streaming Compute
tcc-signup	TCC
dba mysql innodb ibuf ops	DBA
dba mysql innodb ibuf ops	DBA
temp-oliver	TCC
(New) Topology in smf1: summingbird_WindowCounterJob	Streaming Compute
(New) Topology in smf1: summingbird_FriendJoinedNotificationJob_rvincelette	Streaming Compute
Earlybird Realtime	Search
Macaw-Login Darkread Atla	Core Svcs - Product Security
Consolidated User XAuth Login Dark Read	Core Svcs - Product Security
(New) Topology in smf1: partner-support-topology-dev	Streaming Compute
(New) Topology in smf1: cat-staging-leah	Streaming Compute
hadoop1-user-hdfs-usage-dw	Hadoop
IM-914	TCC
MynahBird (Prod)	Platform Services
MynahBird (Prod)	Platform Services
blender-discover-staging	Discovery
Twitterweb 2x loadtest	SRE
blender-discover-canary	Discovery
blender-discover-staging	Discovery
(New) Topology in smf1: TestSanjeevBuildTest1	Streaming Compute
Macaw-Swift 2x Loadtest	SRE
Frigate Notifier Shard host 6	Personalization + Rec Systems
24 hour Aggregate Success Rate	TCC
MediaBatchProcessor (Prod)	Media Services
MediaBatchProcessor (Staging)	Media Services
IM-916	TCC
IM-917	TCC
TweetDeck OAuth (devel)	TweetDeck
Hadoop-end2end	hadoop-team
Ingesters & Indexers - userupdates cluster	Search
Ingesters & Indexers - userupdates cluster	Search
macaw-publishing-portal - prod	Platform Product
(New) Topology in smf1: summingbird_TestZazuEngagementCountsJob	Streaming Compute
discover-data-canary	Discovery
discover-data-staging	Discovery
Service Cloud : Daemons	User Services - Engineering
woodstar-2x-loadtest	SRE
(New) Topology in smf1: summingbird_TupleGeneratorJobNew	Streaming Compute
(New) Topology in smf1: summingbird_xji_tfw_map	Streaming Compute
Corpprod: Roster	Corporate Productivity
Kingfisher Sandbox	kingfisher-team
statebird-test	eng
statebirdtest	eng
Twemcache::smf1::hato_retweet_count	Cache
Twemcache::atla::hato_retweet_count	Cache
tcc-growth	TCC
WEBCLIENT-599 Scribe Debug	Web
(New) Topology in smf1: parus-myexperiment-socialhose-topology	Streaming Compute
IM-920	TCC
Macaw-Login Darkread Tap-Compare	Core Svcs - Product Security
(New) Topology in smf1: summingbird_WindowTrackerJob	Streaming Compute
(New) Topology in smf1: summingbird_storm_test_job	Streaming Compute
WEBCLIENT-599 Scribe Debug	Web
Vine frontend	Core storage & Database engineering
(New) Topology in smf1: summingbird_tfw_map	Streaming Compute
Core Svcs T.co SLA	Core Svcs - T.co
(New) Topology in smf1: summingbird_analytics	Streaming Compute
IM-931	TCC
yxiong onestore integration board	Core Svcs - T.co
(New) Topology in smf1: summingbird_ZazuEngagementCountsJobDev	Streaming Compute
Roc Canary	PS - Product Security
(New) Topology in smf1: summingbird_TestSocialHoseInteg	Streaming Compute
MH-LNP-TEST	capacity-eng
Macaw-Swift overview (smf1)	Web
Macaw-Swift overview (atla)	Web
Macaw Search (smf1)	macaw-search-team
Endpoint request rates	TCC
Vine frontend	Core storage & Database engineering
Manhattan - omega dataset	Manhattan/Cassandra
Manhattan - omega appid	Manhattan/Cassandra
Manhattan - manhattan.prod.omega	Manhattan/Cassandra
(New) Topology in smf1: mfu-storm-alter	Streaming Compute
(New) Topology in smf1: mfu-alter	Streaming Compute
(New) Topology in smf1: summingbird_MynaJob_ppei	Streaming Compute
(New) Topology in smf1: summingbird_TvConversation3Job	Streaming Compute
(New) Topology in smf1: summingbird_tsar_storm_test_job_achen	Streaming Compute
Devel Zookeeper ATLA	Coordination
(New) Topology in smf1: storm-test	Streaming Compute
discover-data-staging	Discovery
discover-data-canary	Discovery
(New) Topology in smf1: summingbird_atodi_storm_test_job	Streaming Compute
Twemcache::atla::karma	Cache
Twemcache::smf1::karma	Cache
